repo_name,owner_name,full_name,owner_type,description,topics,created_at,size_kb,default_branch,default_branch_commit_sha,forks,stargazers,subscribers,license_key,license_name,license_spdx_id,license_url,language,c_ratio,cpp_ratio,makefile_ratio,cmake_ratio,starlark_ratio,meson_ratio,ninja_ratio,qmake_ratio,c_cpp_ratio,build_lang_ratio,total_lang_kb,html_url,git_url,ssh_url,clone_url,zip_default_branch_url,homepage
pcsx2,PCSX2,PCSX2/pcsx2,Organization,PCSX2 - The Playstation 2 Emulator,"cpp,emulation,emulator,pcsx2,ps2",2013-12-22T17:56:48Z,238584,master,f0f2b013fce77c970c5345dc23b1dc1cf4eab8b0,1648,12270,356,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.03466432159619631,0.8954433223517417,0.0,0.008736963993787374,0.0,0.0,0.0,0.0,0.930107643947938,0.008736963993787374,12512.9501953125,https://github.com/PCSX2/pcsx2,git://github.com/PCSX2/pcsx2.git,git@github.com:PCSX2/pcsx2.git,https://github.com/PCSX2/pcsx2.git,https://github.com/PCSX2/pcsx2/archive/refs/heads/master.zip,https://pcsx2.net
twemproxy,twitter,twitter/twemproxy,Organization,"A fast, light-weight proxy for memcached and redis",,2012-02-22T16:53:58Z,2961,master,60aaf855ba2e15e20d0efbe440c8ff071b719580,2054,12177,808,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C,0.8253902641906132,0.0,0.00477655812244523,0.0,0.0,0.0,0.0,0.0,0.8253902641906132,0.00477655812244523,765.45703125,https://github.com/twitter/twemproxy,git://github.com/twitter/twemproxy.git,git@github.com:twitter/twemproxy.git,https://github.com/twitter/twemproxy.git,https://github.com/twitter/twemproxy/archive/refs/heads/master.zip,
vnote,vnotex,vnotex/vnote,Organization,A pleasant note-taking platform in native C++.,"editor,markdown,mathjax,note,note-taking,uml,vim,vnote",2016-10-05T07:24:54Z,67307,master,0f0995d4fe579effd77a30b9b9815f597f3ca77e,1230,12019,238,lgpl-3.0,GNU Lesser General Public License v3.0,LGPL-3.0,https://api.github.com/licenses/lgpl-3.0,C++,0.0,0.5727888277613203,0.0,0.007335558336809901,0.0,0.0,0.0,0.0,0.5727888277613203,0.007335558336809901,3904.48828125,https://github.com/vnotex/vnote,git://github.com/vnotex/vnote.git,git@github.com:vnotex/vnote.git,https://github.com/vnotex/vnote.git,https://github.com/vnotex/vnote/archive/refs/heads/master.zip,https://app.vnote.fun
Stockfish,official-stockfish,official-stockfish/Stockfish,Organization,A free and strong UCI chess engine,"chess,chess-engine,cpp,stockfish,uci",2014-06-18T19:59:53Z,17955,master,f656fdfa9a4566f9d5d7ffe86f8390a53e518b3c,2324,11949,254,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.021945808796661873,0.8834296553073795,0.0422959071258189,0.0,0.0,0.0,0.0,0.0,0.9053754641040415,0.0422959071258189,713.5830078125,https://github.com/official-stockfish/Stockfish,git://github.com/official-stockfish/Stockfish.git,git@github.com:official-stockfish/Stockfish.git,https://github.com/official-stockfish/Stockfish.git,https://github.com/official-stockfish/Stockfish/archive/refs/heads/master.zip,https://stockfishchess.org/
zeal,zealdocs,zealdocs/zeal,Organization,Offline documentation browser inspired by Dash,"api,api-documentation,dash,desktop-application,developer-tools,docs,docset,documentation,documentation-tool,offline,qt,zeal",2013-01-20T01:50:30Z,5824,main,48289b9378fb59d908f54b0585c4b0fe0e7b319e,796,11882,209,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.0,0.9449023426997508,0.0,0.04565456381332489,0.0,0.0,0.0,0.0,0.9449023426997508,0.04565456381332489,653.79296875,https://github.com/zealdocs/zeal,git://github.com/zealdocs/zeal.git,git@github.com:zealdocs/zeal.git,https://github.com/zealdocs/zeal.git,https://github.com/zealdocs/zeal/archive/refs/heads/main.zip,https://zealdocs.org
shadPS4,shadps4-emu,shadps4-emu/shadPS4,Organization,"PS4 emulator for Windows,Linux,MacOS","cpp,cpp20,emulation,emulator,imgui,linux,macos,playstation4,ps4,sdl3,vulkan,windows",2022-10-24T09:48:37Z,31390,main,122fe22a320c4a17529d709d863f842a5c9ab107,800,11882,131,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C++,0.0023725865692504847,0.9951617246249959,0.0,0.0022162914500737903,0.0,0.0,0.0,0.0,0.9975343111942463,0.0022162914500737903,23443.23046875,https://github.com/shadps4-emu/shadPS4,git://github.com/shadps4-emu/shadPS4.git,git@github.com:shadps4-emu/shadPS4.git,https://github.com/shadps4-emu/shadPS4.git,https://github.com/shadps4-emu/shadPS4/archive/refs/heads/main.zip,https://shadps4.net/
chineseocr_lite,DayBreak-u,DayBreak-u/chineseocr_lite,User,"超轻量级中文ocr，支持竖排文字识别, 支持ncnn、mnn、tnn推理 ( dbnet(1.8M) + crnn(2.5M) + anglenet(378KB)) 总模型仅4.7M ","ncnn,ocr,pytorch",2020-02-27T10:01:29Z,478874,onnx,6b1a2ae63143805c96719d8b8d8309884a14f75e,2262,11871,243,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C++,0.008642842555895078,0.7569188122106919,0.0,0.010817380419326537,0.0,0.0,0.0,0.0,0.765561654766587,0.010817380419326537,2065.8125,https://github.com/DayBreak-u/chineseocr_lite,git://github.com/DayBreak-u/chineseocr_lite.git,git@github.com:DayBreak-u/chineseocr_lite.git,https://github.com/DayBreak-u/chineseocr_lite.git,https://github.com/DayBreak-u/chineseocr_lite/archive/refs/heads/onnx.zip,
Hazel,TheCherno,TheCherno/Hazel,User,Hazel Engine,,2018-10-20T03:31:42Z,54825,master,1feb70572fa87fa1c4ba784a2cfeada5b4a500db,1512,11830,404,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.008343074694130988,0.8534248292468203,0.0,0.0,0.0,0.0,0.0,0.0,0.8617679039409514,0.0,334.9990234375,https://github.com/TheCherno/Hazel,git://github.com/TheCherno/Hazel.git,git@github.com:TheCherno/Hazel.git,https://github.com/TheCherno/Hazel.git,https://github.com/TheCherno/Hazel/archive/refs/heads/master.zip,
capnproto,capnproto,capnproto/capnproto,Organization,Cap'n Proto serialization/RPC system - core tools and C++ library,,2013-03-29T02:38:48Z,22920,v2,4c2071bf467cb81622c1d86e083e957027dee5bd,930,11820,322,other,Other,NOASSERTION,,C++,0.000198481826986884,0.9475908188221132,0.0038085145661444033,0.006353243863583233,0.00400249373979069,0.0,0.0,0.0,0.9477893006491,0.014164252169518327,8024.7822265625,https://github.com/capnproto/capnproto,git://github.com/capnproto/capnproto.git,git@github.com:capnproto/capnproto.git,https://github.com/capnproto/capnproto.git,https://github.com/capnproto/capnproto/archive/refs/heads/v2.zip,https://capnproto.org
SoftEtherVPN,SoftEtherVPN,SoftEtherVPN/SoftEtherVPN,Organization,Cross-platform multi-protocol VPN software. Pull requests are welcome. The stable version is available at https://github.com/SoftEtherVPN/SoftEtherVPN_Stable.,"etherip,ike,ipsec,l2tp,l2tpv3,openvpn,softether-vpn,softethervpn,ssl-vpn,sstp,tls,vpn,vpn-protocols,vpn-server,vpn-tunnel,wfh,wireguard,work-from-home",2014-01-02T12:40:57Z,540921,master,015f93f7b77e3a135a6c3f6f11c1ab0fc789a187,2608,11781,670,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C,0.7718089911341233,0.007368615622818596,0.00017196799846907598,0.0025730831374373986,0.0,0.0,0.0,0.0,0.7791776067569419,0.0027450511359064745,11226.8798828125,https://github.com/SoftEtherVPN/SoftEtherVPN,git://github.com/SoftEtherVPN/SoftEtherVPN.git,git@github.com:SoftEtherVPN/SoftEtherVPN.git,https://github.com/SoftEtherVPN/SoftEtherVPN.git,https://github.com/SoftEtherVPN/SoftEtherVPN/archive/refs/heads/master.zip,
carla,carla-simulator,carla-simulator/carla,Organization,Open-source simulator for autonomous driving research.,"ai,artificial-intelligence,autonomous-driving,autonomous-vehicles,carla,carla-simulator,computer-vision,cross-platform,deep-learning,deep-reinforcement-learning,imitation-learning,research,ros,self-driving-car,simulator,ue4,unreal-engine-4",2017-10-24T09:06:23Z,2112646,ue4-dev,685281ac8512e537439a9e5fdb4e38e46096871b,3786,11774,250,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.04336969970876567,0.7155180365725264,0.0014036888944145213,0.004952739938489385,0.0,0.0,0.0,0.0,0.758887736281292,0.006356428832903906,7061.4716796875,https://github.com/carla-simulator/carla,git://github.com/carla-simulator/carla.git,git@github.com:carla-simulator/carla.git,https://github.com/carla-simulator/carla.git,https://github.com/carla-simulator/carla/archive/refs/heads/ue4-dev.zip,http://carla.org
drogon,drogonframework,drogonframework/drogon,Organization,Drogon: A C++14/17/20 based HTTP web application framework running on Linux/macOS/Unix/Windows,"asynchronous-programming,drogon,http,http-framework,http-server,linux,non-blocking-io",2018-04-27T02:49:26Z,5576,master,3a6268f7e98cf2179a90bdac2f3566ba9382f6ad,1128,11753,216,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.0006379612132187524,0.9591172605623373,0.0,0.028709655168308663,0.0,0.0,0.0,0.0,0.9597552217755561,0.028709655168308663,2789.0361328125,https://github.com/drogonframework/drogon,git://github.com/drogonframework/drogon.git,git@github.com:drogonframework/drogon.git,https://github.com/drogonframework/drogon.git,https://github.com/drogonframework/drogon/archive/refs/heads/master.zip,
Open3D,isl-org,isl-org/Open3D,Organization,Open3D: A Modern Library for 3D Data Processing,"3d,3d-perception,arm,computer-graphics,cpp,cuda,gpu,gui,machine-learning,mesh-processing,odometry,opengl,pointcloud,python,pytorch,reconstruction,registration,rendering,tensorflow,visualization",2016-12-02T16:40:38Z,607693,main,34d8039444d252cdb11dc77c9fc6ecc6c013d42a,2349,11697,198,other,Other,NOASSERTION,,C++,0.004706604217509484,0.8226608372757166,0.0,0.01490494369087366,0.0,0.0,0.0,0.0,0.827367441493226,0.01490494369087366,11675.748046875,https://github.com/isl-org/Open3D,git://github.com/isl-org/Open3D.git,git@github.com:isl-org/Open3D.git,https://github.com/isl-org/Open3D.git,https://github.com/isl-org/Open3D/archive/refs/heads/main.zip,http://www.open3d.org
Gource,acaudwell,acaudwell/Gource,User,software version control visualization,,2009-09-11T04:24:26Z,4108,master,fe67856f1614e2a0959d5fef2edbda3105d140de,722,11654,235,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.0013234515616728428,0.8060126663998244,0.004188240003098813,0.0,0.0,0.0,0.0,0.005440677090730674,0.8073361179614973,0.009628917093829488,605.0703125,https://github.com/acaudwell/Gource,git://github.com/acaudwell/Gource.git,git@github.com:acaudwell/Gource.git,https://github.com/acaudwell/Gource.git,https://github.com/acaudwell/Gource/archive/refs/heads/master.zip,https://gource.io
sanitizers,google,google/sanitizers,Organization,"AddressSanitizer, ThreadSanitizer, MemorySanitizer",,2014-09-03T23:49:51Z,48847,master,a6a191b30773d5da621720d995b56f382a58bf48,1046,11645,352,other,Other,NOASSERTION,,C,0.6757654046599947,0.034421098611243144,0.0020239918847792682,0.00218523737381638,0.0,0.0,0.0,0.0,0.7101865032712378,0.0042092292585956485,811.5537109375,https://github.com/google/sanitizers,git://github.com/google/sanitizers.git,git@github.com:google/sanitizers.git,https://github.com/google/sanitizers.git,https://github.com/google/sanitizers/archive/refs/heads/master.zip,
KeyDB,Snapchat,Snapchat/KeyDB,Organization,A Multithreaded Fork of Redis,,2019-02-01T14:50:00Z,38115,main,603ebb27fb82a27fb98b0feb6749b0f7661a1c4b,583,11618,154,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,C++,0.23359543647389136,0.5789792466196481,0.003603057434329117,0.0,0.0,0.0,0.0,0.0,0.8125746830935394,0.003603057434329117,6949.1220703125,https://github.com/Snapchat/KeyDB,git://github.com/Snapchat/KeyDB.git,git@github.com:Snapchat/KeyDB.git,https://github.com/Snapchat/KeyDB.git,https://github.com/Snapchat/KeyDB/archive/refs/heads/main.zip,https://keydb.dev
MyTinySTL,Alinshans,Alinshans/MyTinySTL,User,Achieve a tiny STL in C++11,"algorithm,cpp,cpp-library,cpp11,data-structure,stl",2016-08-05T04:08:41Z,2690,master,f86437ecffe8800cf247f9a21d55ee002d519e3f,3268,11591,96,other,Other,NOASSERTION,,C++,0.0,0.9976058435796679,0.0,0.002394156420332108,0.0,0.0,0.0,0.0,0.9976058435796679,0.002394156420332108,616.328125,https://github.com/Alinshans/MyTinySTL,git://github.com/Alinshans/MyTinySTL.git,git@github.com:Alinshans/MyTinySTL.git,https://github.com/Alinshans/MyTinySTL.git,https://github.com/Alinshans/MyTinySTL/archive/refs/heads/master.zip,
coturn,coturn,coturn/coturn,Organization,coturn TURN server project,"networking,server,turn",2015-07-17T08:15:16Z,5231,master,c98bb935148288b6d13a8b954422a52edfb17a83,2041,11590,322,other,Other,NOASSERTION,,C,0.9157488286574322,0.015277369699468588,0.01093830234733858,0.0338191855063571,0.0,0.0,0.0,0.0,0.9310261983569009,0.044757487853695675,1804.7783203125,https://github.com/coturn/coturn,git://github.com/coturn/coturn.git,git@github.com:coturn/coturn.git,https://github.com/coturn/coturn.git,https://github.com/coturn/coturn/archive/refs/heads/master.zip,
ppsspp,hrydgard,hrydgard/ppsspp,User,"A PSP emulator for Android, Windows, Mac and Linux, written in C++. Want to contribute? Join us on Discord at https://discord.gg/5NJB6dD or just send pull requests / issues. For discussion use the forums at forums.ppsspp.org.","emulators,ppsspp,psp",2012-11-01T08:41:48Z,321113,master,cc040ab251a3202df3c8d3801c6bf73477147935,2201,11522,519,other,Other,NOASSERTION,,C++,0.31406042456793937,0.6626339089548586,0.0020221496977592133,0.004914188116851782,0.0,0.0,0.0,0.0,0.976694333522798,0.006936337814610995,33449.8603515625,https://github.com/hrydgard/ppsspp,git://github.com/hrydgard/ppsspp.git,git@github.com:hrydgard/ppsspp.git,https://github.com/hrydgard/ppsspp.git,https://github.com/hrydgard/ppsspp/archive/refs/heads/master.zip,https://www.ppsspp.org
xournalpp,xournalpp,xournalpp/xournalpp,Organization,"Xournal++ is a handwriting notetaking software with PDF annotation support. Written in C++ with GTK3, supporting Linux (e.g. Ubuntu, Debian, Arch, SUSE), macOS and Windows 10. Supports pen input from devices such as Wacom Tablets.","c-plus-plus,crossplatform,gtk3,notes,notetaking,pdf,pdf-viewer,pen",2013-08-08T20:58:27Z,54660,master,789a4cab33f4577b0aa687e0ae159ed0958f5338,821,11507,103,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C++,0.005209187063661184,0.9289957810666775,0.0,0.022965309099582925,0.0,0.0,0.0,0.0,0.9342049681303387,0.022965309099582925,3324.392578125,https://github.com/xournalpp/xournalpp,git://github.com/xournalpp/xournalpp.git,git@github.com:xournalpp/xournalpp.git,https://github.com/xournalpp/xournalpp.git,https://github.com/xournalpp/xournalpp/archive/refs/heads/master.zip,https://xournalpp.github.io
Tinyhttpd,EZLippi,EZLippi/Tinyhttpd,User,Tinyhttpd 是J. David Blackstone在1999年写的一个不到 500 行的超轻量型 Http Server，用来学习非常不错，可以帮助我们真正理解服务器程序的本质。官网:http://tinyhttpd.sourceforge.net,,2015-05-20T06:44:01Z,45,master,fbd25cf755075d803cba09201a8f0dd6ac347c27,3949,11470,311,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C,0.9352188774947624,0.0,0.008710993494321315,0.0,0.0,0.0,0.0,0.0,0.9352188774947624,0.008710993494321315,17.712890625,https://github.com/EZLippi/Tinyhttpd,git://github.com/EZLippi/Tinyhttpd.git,git@github.com:EZLippi/Tinyhttpd.git,https://github.com/EZLippi/Tinyhttpd.git,https://github.com/EZLippi/Tinyhttpd/archive/refs/heads/master.zip,
ggml,ggerganov,ggerganov/ggml,User,Tensor library for machine learning,"automatic-differentiation,large-language-models,machine-learning,tensor-algebra",2022-09-18T17:07:19Z,11870,master,6a7a034e117f189df4d13665b9b604638ddca468,1069,11445,132,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.2865943630820138,0.5071216894654847,0.0,0.015110563741334343,0.0,0.0,0.0,0.0,0.7937160525474986,0.015110563741334343,6308.578125,https://github.com/ggerganov/ggml,git://github.com/ggerganov/ggml.git,git@github.com:ggerganov/ggml.git,https://github.com/ggerganov/ggml.git,https://github.com/ggerganov/ggml/archive/refs/heads/master.zip,
or-tools,google,google/or-tools,Organization,Google's Operations Research tools:,"combinatorial-optimization,linear-programming,operations-research,optimization,or-tools",2015-02-21T01:25:35Z,1294332,stable,82914bc4f9490722acdce4e82adac0f8e11ff967,2152,11431,308,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.0010019094476435531,0.7640527499520392,0.009246315565858214,0.011610406851400579,0.01848730436350566,0.0,0.0,0.0,0.7650546593996828,0.03934402678076445,24566.373046875,https://github.com/google/or-tools,git://github.com/google/or-tools.git,git@github.com:google/or-tools.git,https://github.com/google/or-tools.git,https://github.com/google/or-tools/archive/refs/heads/stable.zip,https://developers.google.com/optimization/
ninja,ninja-build,ninja-build/ninja,Organization,a small build system with a focus on speed,,2011-02-06T19:07:12Z,4945,master,048a68dffbca4055d19b8573908b09b6ec168122,1613,11394,267,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.021683557110987635,0.8769074315190619,0.0,0.010858883240311493,0.0,0.0,0.0,0.0,0.8985909886300495,0.010858883240311493,942.0390625,https://github.com/ninja-build/ninja,git://github.com/ninja-build/ninja.git,git@github.com:ninja-build/ninja.git,https://github.com/ninja-build/ninja.git,https://github.com/ninja-build/ninja/archive/refs/heads/master.zip,https://ninja-build.org/
lua-nginx-module,openresty,openresty/lua-nginx-module,Organization,Embed the Power of Lua into NGINX HTTP servers,,2010-04-16T15:59:01Z,15664,master,950b1fb2010c8847a1e0bc7f079741ec47a08f17,2037,11369,572,,,,,C,0.9487550693709716,0.0,1.501146275295816e-05,0.0,0.0,0.0,0.0,0.0,0.9487550693709716,1.501146275295816e-05,1626.361328125,https://github.com/openresty/lua-nginx-module,git://github.com/openresty/lua-nginx-module.git,git@github.com:openresty/lua-nginx-module.git,https://github.com/openresty/lua-nginx-module.git,https://github.com/openresty/lua-nginx-module/archive/refs/heads/master.zip,https://openresty.org/
moonlight-qt,moonlight-stream,moonlight-stream/moonlight-qt,Organization,"GameStream client for PCs (Windows, Mac, Linux, and Steam Link)","gamestream,linux-app,macos-app,moonlight,nvidia,qt,sdl2,steam-link,windows-app",2018-04-28T22:41:42Z,352395,master,15e337fff804e10f43bbf3ca31db0bcf13a32065,650,11359,96,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.011438902253730733,0.792712112060327,0.0,0.0,0.0,0.0,0.0,0.019488782663631087,0.8041510143140577,0.019488782663631087,1408.2119140625,https://github.com/moonlight-stream/moonlight-qt,git://github.com/moonlight-stream/moonlight-qt.git,git@github.com:moonlight-stream/moonlight-qt.git,https://github.com/moonlight-stream/moonlight-qt.git,https://github.com/moonlight-stream/moonlight-qt/archive/refs/heads/master.zip,
tiled,mapeditor,mapeditor/tiled,Organization,Flexible level editor,"c-plus-plus,editor,game,game-development,hacktoberfest,java,level,level-editor,map-editor,qbs,qt,qt-framework,tile,tilesets",2011-02-27T15:18:22Z,100679,master,95c1d8a11ffda54bca75086db6634415596d9da7,1763,11338,351,other,Other,NOASSERTION,,C++,0.0036199892837091483,0.8774985803888827,0.0,0.001207069823513702,0.0,0.0,0.0,0.00046062052906385893,0.8811185696725918,0.0016676903525775608,6402.7080078125,https://github.com/mapeditor/tiled,git://github.com/mapeditor/tiled.git,git@github.com:mapeditor/tiled.git,https://github.com/mapeditor/tiled.git,https://github.com/mapeditor/tiled/archive/refs/heads/master.zip,https://www.mapeditor.org/
wazuh,wazuh,wazuh/wazuh,Organization,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,"cloud-security,compliance,configuration-assessement,container-security,cybersecurity,file-integrity-monitoring,incident-response,infosec,log-analysis,malware-detection,pci-dss,security,security-audit,security-automation,security-hardening,security-tools,siem,vulnerability-detection,wazuh,xdr",2015-08-11T17:39:03Z,433223,master,69b9d9f7829e5af297fe24db5c94a3b0dc4b64a8,1699,11304,221,other,Other,NOASSERTION,,C++,0.0009321777842605979,0.6184949255540425,0.005279013759931695,0.007788372966721682,0.0,0.0,0.0,0.0,0.6194271033383031,0.013067386726653377,11153.9462890625,https://github.com/wazuh/wazuh,git://github.com/wazuh/wazuh.git,git@github.com:wazuh/wazuh.git,https://github.com/wazuh/wazuh.git,https://github.com/wazuh/wazuh/archive/refs/heads/master.zip,https://wazuh.com/
linux,raspberrypi,raspberrypi/linux,Organization,Kernel source tree for Raspberry Pi-provided kernel builds. Issues unrelated to the linux kernel should be posted on the community forum at https://forums.raspberrypi.com/,,2012-01-17T12:10:20Z,4331688,rpi-6.6.y,811ff707533bcd67cdcd368bbd46223082009b12,5041,11288,750,other,Other,NOASSERTION,,C,0.9822619854745386,0.0002446919531904286,0.0020254720385079663,0.0,0.0,0.0,0.0,0.0,0.982506677427729,0.0020254720385079663,1216800.1728515625,https://github.com/raspberrypi/linux,git://github.com/raspberrypi/linux.git,git@github.com:raspberrypi/linux.git,https://github.com/raspberrypi/linux.git,https://github.com/raspberrypi/linux/archive/refs/heads/rpi-6.6.y.zip,
ardupilot,ArduPilot,ArduPilot/ardupilot,Organization,"ArduPlane, ArduCopter, ArduRover, ArduSub source","arducopter,ardupilot,arduplane,ardurover,ardusub,autopilot,auv,copter,drone,dronekit,mavlink,plane,robotics,ros,rov,rover,sub,uas,uav,ugv",2013-01-09T00:58:52Z,419539,master,f62f1cdeabfb663b2bc1af10c1cd617da3489ccf,17821,11288,668,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.10084868544438791,0.6269832155394368,0.0013737091826610424,0.0005291807362332619,0.0,0.0,0.0,0.0,0.7278319009838248,0.0019028899188943042,34439.291015625,https://github.com/ArduPilot/ardupilot,git://github.com/ArduPilot/ardupilot.git,git@github.com:ArduPilot/ardupilot.git,https://github.com/ArduPilot/ardupilot.git,https://github.com/ArduPilot/ardupilot/archive/refs/heads/master.zip,http://ardupilot.org/
eos,EOSIO,EOSIO/eos,Organization,An open source smart contract platform ,eosio,2017-04-05T17:09:53Z,310302,master,11d35f0f934402321853119d36caeb7022813743,3758,11274,1003,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.002521280599562771,0.5572187941345618,4.776493698388666e-05,0.00846015444156308,0.0,0.0,0.0,0.0,0.5597400747341246,0.008507919378546967,16274.359375,https://github.com/EOSIO/eos,git://github.com/EOSIO/eos.git,git@github.com:EOSIO/eos.git,https://github.com/EOSIO/eos.git,https://github.com/EOSIO/eos/archive/refs/heads/master.zip,https://developers.eos.io/manuals/eos
video2x,k4yt3x,k4yt3x/video2x,User,"A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.","anime4k,frame-interpolation,machine-learning,neural-networks,realcugan,realesrgan,rife,super-resoluion,upscale-video,vulkan",2018-02-24T16:34:41Z,513042,master,7665cd217c6d6c692e2184b600e085b6ac5a55ef,1049,11264,131,agpl-3.0,GNU Affero General Public License v3.0,AGPL-3.0,https://api.github.com/licenses/agpl-3.0,C++,0.0019899496363870116,0.8181935058329002,0.04119642927014684,0.09984963582803705,0.0,0.0,0.0,0.0,0.8201834554692872,0.1410460650981839,174.7060546875,https://github.com/k4yt3x/video2x,git://github.com/k4yt3x/video2x.git,git@github.com:k4yt3x/video2x.git,https://github.com/k4yt3x/video2x.git,https://github.com/k4yt3x/video2x/archive/refs/heads/master.zip,https://video2x.org
mongoose,cesanta,cesanta/mongoose,Organization,"Embedded TCP/IP network stack with embedded web server, Websocket, and MQTT client","embedded,http,iot,mqtt,tcp,tcpip,tls13,udp,web-server,webserver,websocket",2012-08-14T15:09:51Z,33444,master,f95283e3415c3348417c8d77b0450b43d3dd832c,2744,11263,467,other,Other,NOASSERTION,,C,0.8890190786836396,0.04371004355479415,0.027876149598630096,0.0,0.0,0.0,0.0,0.0,0.9327291222384337,0.027876149598630096,2528.693359375,https://github.com/cesanta/mongoose,git://github.com/cesanta/mongoose.git,git@github.com:cesanta/mongoose.git,https://github.com/cesanta/mongoose.git,https://github.com/cesanta/mongoose/archive/refs/heads/master.zip,https://mongoose.ws
libevent,libevent,libevent/libevent,Organization,Event notification library,"async,c,cross-platform,networking",2011-06-06T21:42:50Z,12884,master,9a6a799e7002aae09d5e7cb244bdb913eed75a04,3401,11260,472,other,Other,NOASSERTION,,C,0.8696472930133392,0.0,0.0033324771209660904,0.03655276684651413,0.0,0.0,0.0,0.0,0.8696472930133392,0.03988524396748022,3037.6943359375,https://github.com/libevent/libevent,git://github.com/libevent/libevent.git,git@github.com:libevent/libevent.git,https://github.com/libevent/libevent.git,https://github.com/libevent/libevent/archive/refs/heads/master.zip,https://libevent.org
shotcut,mltframework,mltframework/shotcut,Organization,"cross-platform (Qt), open-source (GPLv3) video editor","cross-platform,gplv3,mlt,shotcut,video-editor",2012-04-23T22:37:04Z,96406,master,6d81e2724fe03d4c531d2d8afe1bd1a50e0fd1e4,1148,11258,223,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.003924414966837693,0.5209804133098012,0.00018658922322095116,0.0037281596969003924,0.0,0.0,0.0,0.00014464548479107962,0.5249048282766388,0.004059394404912423,5657.6904296875,https://github.com/mltframework/shotcut,git://github.com/mltframework/shotcut.git,git@github.com:mltframework/shotcut.git,https://github.com/mltframework/shotcut.git,https://github.com/mltframework/shotcut/archive/refs/heads/master.zip,https://www.shotcut.org
systeminformer,winsiderss,winsiderss/systeminformer,Organization,"A free, powerful, multi-purpose tool that helps you monitor system resources, debug software and detect malware. Brought to you by Winsider Seminars & Solutions, Inc. @ http://www.windows-internals.com","administrator,benchmarking,debugger,monitor,monitor-performance,monitoring,performance,performance-monitoring,performance-tuning,process-manager,process-monitor,processhacker,profiling,realtime,security,system-monitor,systeminformer,task-manager,windows",2016-02-01T08:10:21Z,69496,master,a5417502f12e068d74204d5838d4cc0336ff5ef5,1415,11204,283,mit,MIT License,MIT,https://api.github.com/licenses/mit,C,0.9182475412946395,0.06618487999271942,0.0,0.0,0.0,0.0,0.0,0.0,0.9844324212873589,0.0,21010.525390625,https://github.com/winsiderss/systeminformer,git://github.com/winsiderss/systeminformer.git,git@github.com:winsiderss/systeminformer.git,https://github.com/winsiderss/systeminformer.git,https://github.com/winsiderss/systeminformer/archive/refs/heads/master.zip,https://systeminformer.sourceforge.io
turicreate,apple,apple/turicreate,Organization,Turi Create simplifies the development of custom machine learning models.,"deep-learning,machine-learning,python",2017-12-01T00:42:04Z,320718,main,cce55aa5311300e3ce6af93cb45ba791fd1bdf49,1141,11202,340,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,C++,0.002373229050482665,0.632420708207981,0.0002538075886702165,0.00681349254569409,0.0,0.0,0.0,0.0,0.6347939372584637,0.0070673001343643065,22108.5908203125,https://github.com/apple/turicreate,git://github.com/apple/turicreate.git,git@github.com:apple/turicreate.git,https://github.com/apple/turicreate.git,https://github.com/apple/turicreate/archive/refs/heads/main.zip,
